,"Брусок 42*33 чист","ДСтП 38мм","п/м хв. 40мм","Шл.шкурка ткань60-80  (1115х2150)","п/м бук 36мм","Скоба Акес","ХДФ 3мм","Брусок 1800х16х51,5","2-у кратная заготовка профиль 552(шпон Венге)","2-у кратная заготовка профиль 552(шпон Сапели)","2-у кратная заготовка профиль 552(шпон дуб514)","2-у кратная заготовка профиль 552(шпон Тик)","2-у кратная заготовка профиль 552(шпон дуб седой)","Термонить","Шлиф. лента на сцепл. основе","Клеевая нить","Клей Дорус МД 072","FOLCO-LIT D2EX","Шл.губка №180","ДСтП 16мм","шл.шкурка Р120-150","Шпон файн.лайн.SBT2R514/Х3РТ","Бусок 39*28 чист","Бусок 39*28 грязн.","Брус срощенный     1800х130х45","V-гвоздь Н=15мм","Скоба упаковочная 80/16","Шпилька Омер 6/26","Шпон ф.л. Дуб седой ТВТ 2В 1960/00/XV","Шпон ф.л. Дуб 2R 377/ХV","Шпон ф.л. Дуб 2R 377/F1","Шпон зебрано 7Т 235/00/Y17","Шпон тик ST 2T 96/00/Y17","Шпон макоре радиал. АВ","Шпон вишня"," Шпон сапеле радиал. ","Шпон ф.л. Венге 2R 38V","Шпон ф.л. дуб белен SBT 2R510","Шпон ф.л. нац.орех 270/XV","Шпон ф.л. нац.орех 270 FN","Шпон тем. Дуб 528/Y19","Шпон тем. Дуб 528/F1","Шпон тем. Дуб 524/Y17","Шпон Сипо","Шл.губка","Клей-расплав Дорус 621","Смола КФЖ","Хлористый аммоний","шл.шкурка тканьР100   (100х50м)","шл.шкурка бумР120   (115х50м)","шл.шкурка бум      Р180-240  (150х5030)","шл.шкурка бум   Р150-220   (2620х1130)","Скоба 80/08","Шпатлевка","Кромочный матер. Милан.ор.","Кромочный матер. Итал.ор","Сотовое  заполнение Н=33,5","Сотовое  заполнение Н=28,5","рамка багет. Бекар 11-2 ясень ПГ","рамка багет. Бекар 11-2 ясень ПО","Паста L0071","Лак НЦ кнехоцель","Растворитель №646","Шл.шкурка бум     Р300-400   (2620х1130)","Шл.шкурка бумР150   (115х50м)","Шл.губка","Упаковка ""LUKITURI"" 2000*143","Упаковка 2100*200","Упаковка 2100*500","Пленка п/э 0,05мм","Скотч (66м)","Скоба упаковочная 80/16","Краситель Е-50","Шпилька Сенко AZ13","Герметик силиконовый","Протектор угловой (зеленый)","Стекло узорч. ","Стекло Мистлайт","Профиль погонаж. Милан.ор","Профиль погонаж. итал.ор","Скоба угл. Н-15","Шпилька Омер 12/25","Шпилька Омер 6/26","Лак ПУ","Отвердитель INUR0038","Восковый карандаш","ацетон","Краситель патина (золото)","Краситель водный","Краситель Р33","Шпатлевка УФ-праймер","Лак водный Икра 097Е30","Грунт Уф праймер","рамка багетная береза ПГ","рамка багетная береза ПО","рамка багет Бекар 12-2  ПГ","рамка багет. Бекар 12-2  ПО","Коробка Пальмира без отд. Дуб","Коробка Пальмира без отд. Виш","Коробка Пальмира без отд. Бел.Дуб","Коробка Пальмира без отд. Орех","шл.губка","шл.лента ткань     Р150-180  (100*2800)","Лак водный  ""ICRA""","Грунт п/у  FPUR 0038","заглушка №12 милан.","Скоба упак 80/16","петля","уплотнитель красно-коричневый","уплотнитель бежевый"," Гофрокартон 2150*330     ""TISCHLER"" (кор.стойки)"," Гофрокартон 1060*246     ""TISCHLER"" (кор. Планки)","уплотнитель светло-бежевый","гайка опорная","винт опорный","Пленка п/э","Лента п/п","Уголок пластиковый","Пленка стрейч","Коробка Сити без отдел. Бел.дуб","Коробка Сити без отдел. Орех","Коробка Сити без отдел. вишня","Коробка Сити без отдел. Венге","Замок для ленты(Скоба С:1,1)","Коробка Фламенко венге","Коробка Фламенко дуб бел.","Коробка Фламенко кр.дер","Коробка Фламенко орех","Коробка Фламенко дуб","Скотч","наличник сфера дуб","наличник сфера бел.дуб","наличник сфера орех","наличник сфера вишня","наличник сфера венге","наличник сити бел.дуб","наличник сити орех","наличник сити вишня","наличник сити венге","Уплотнитель ""шоко""","Бумага писчая","разбавитель DILL 0403","Заглушка   №14 милан.","наличник капля","коробка Юпитер","наличник гладкий","Профиль 552 тик","Профиль 552венге","Профиль 552 дуб 514","Профиль 552 сапеле","Профиль 551дуб 514","Стекло сатината","Краситель водный ВАПА(красное дерево)","Рамка Респект ПГ","Рамка Респект ПО","шл.шкурка ткань      Р150-180  (80х2950)","шл.бобина D150х30  dп32мм М63","шл.лента ткань     Р120  (100*2800)","шл.круг (скотч-брайт)     Р240-280  ","Пакет п/этилен. для фурнитуры"," Гофрокартон 1330*246     ""TISCHLER"" (кор. Планки)","заглушка №12 итал.","заглушка №14 итал.","Уплотнитель ""Контур""   милан."," Гофрокартон 2070*77     ""LUKITURI"" (кор.стойки)"," Гофрокартон 1330*73     ""LUKITURI""   (кор. Планки)"," Гофрокартон 1060*73     ""LUKITURI""   (кор. Планки)","Паста черная","Паста желтая","Паста красная","Упаковка ""БЕКАР"" 2000*143","Протектор угловой (белый)"
"Доборы Пальмира вишня 21-10",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,"1,097",,,,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Пальмира вишня 21-13",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,"1,137",,,,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Пальмира дуб 21-10",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,"1,097",,,,,,,,,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Пальмира дуб 21-13",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,"1,137",,,,,,,,,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Пальмира орех 21-10",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,,"1,094",,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Пальмира орех 21-13",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,"1,134",,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Танго тик 1100",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,"1,094",,,,,,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Танго тик 1300",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,"1,134",,,,,,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Твист   шпон дуба  524/Y17  21-10",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,,,,,,"1,094",,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Твист   шпон дуба  524/Y17  21-13",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,,,,,"1,134",,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Твист шпон красное дерево 21-10",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,,,,,,,"1,237",,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,015","0,107","0,016",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,"0,0009","0,0004","0,0004",,
"Доборы Твист шпон красное дерево 21-13",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,,,,,,"1,274",,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,015","0,112","0,017",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,"0,0009","0,0004","0,0004",,
"Доборы Фламенко 1100 венге",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,"1,094",,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1100 дуб",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,"1,097",,,,,,,,,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1100 дуб бел",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,"1,097",,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1100 дуб тем",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,,,,"1,094",,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1100 кр.дер",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,"1,237",,,,,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,015","0,107","0,016",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,"0,0009","0,0004","0,0004",,
"Доборы Фламенко 1100 орех",,,,,,,,,,,,,,,,,,,,"1,011",,,,,,,,,,,,,,,,,,,"1,094",,,,,,,"0,030","0,176","0,002",,"0,001",,"0,003",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,107","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1300 венге",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,"1,134",,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1300 дуб",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,"1,137",,,,,,,,,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1300 дуб бел",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,"1,137",,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1300 дуб тем",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,,,"1,134",,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Доборы Фламенко 1300 кр.дер",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,"1,274",,,,,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,015","0,112","0,017",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,"0,0009","0,0004","0,0004",,
"Доборы Фламенко 1300 орех",,,,,,,,,,,,,,,,,,,,"1,049",,,,,,,,,,,,,,,,,,,"1,134",,,,,,,"0,032","0,182","0,002",,"0,001",,"0,0031",,"0,001",,,,,,,,"0,014","0,006","0,0015",,,,,,"0,035","0,040",,,,,,,,,,,,,,,,"0,0072",,,,"0,013","0,112","0,019",,,,,,,,,,,,,,,,,,,,"1,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,050",,,,,,,,,,,,,,,"0,0007",,,,,,,,,,,,,,,,
"Коробка  Бастион  шпон седого дуба 21-10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка  Бастион  шпон седого дуба 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка  Респект 26-2 шпон темный дуб 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка Бекар 11-2 дуб натур 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,032","0,001","0,032",,,,,,,,,,,,,,,"0,028","0,004","0,111","0,065",,,,,,,,,,,,"0,152","0,073","0,016",,,,,"0,036",,,,,,,,,,,,,,,,,"0,010","0,011",,,,,,,,,,,,,,,,"0,004","0,0013",,,,,"5,230",,,,,,,,
"Коробка Бекар 11-2 дуб натур 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,034","0,001","0,032",,,,,,,,,,,,,,,"0,028","0,004","0,117","0,068",,,,,,,,,,,,"0,152","0,073","0,016",,,,,"0,036",,,,,,,,,,,,,,,,,"0,010","0,011",,,,,,,,,,,,,,,,"0,004","0,0014",,,,,"5,500",,,,,,,,
"Коробка Бекар 22-2 дуб тонир 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,092","0,028",,,,,,,,,,"0,028",,,,,,,,,,,,"0,032","0,001","0,032",,,,,,,,,,,,,,,"0,028","0,004",,"0,065",,,,,,,,,,,,"0,152","0,073","0,016",,,,,"0,036",,,,,,,,,,,,,,,,,"0,010","0,011",,,,,,,,,,,,,,,,"0,004","0,0013",,,,,"5,230",,,,,,,,
"Коробка Бекар 22-2 дуб тонир 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,096","0,030",,,,,,,,,,"0,030",,,,,,,,,,,,"0,034","0,001","0,032",,,,,,,,,,,,,,,"0,028","0,004",,"0,068",,,,,,,,,,,,"0,152","0,073","0,016",,,,,"0,036",,,,,,,,,,,,,,,,,"0,010","0,011",,,,,,,,,,,,,,,,"0,004","0,0014",,,,,"5,500",,,,,,,,
"Коробка Гладкая   шпон дуба  21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,024","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0019","0,098","0,048",,"26,000",,,"5,230",,,,,,,"0,152","0,073","0,004",,,,,"0,036",,,,,"1,000","0,012",,,,,,,,,,,"0,010","0,015",,,,,,,,,,,,,,,,"0,0019","0,0009",,,,,,"1,000",,"1,000",,,,,
"Коробка Гладкая   шпон дуба 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,026","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0020","0,103","0,051",,"26,000",,,"5,500",,,,,,,"0,152","0,073","0,004",,,,,"0,036",,,,,"1,000","0,012",,,,,,,,,,,"0,010","0,016",,,,,,,,,,,,,,,,"0,0020","0,0009",,,,,,"1,000","1,000",,,,,,
"Коробка Гладкая 2   венге  (2V 38/V) 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,048","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0019","0,098","0,097",,"26,000",,,,,,,,,,"0,152","0,073","0,004",,,,,"0,036","1,000",,,,,"0,012",,,,,,,,,,"5,230","0,010","0,029",,,,,,,,,,,,,,,,"0,0019","0,0015",,,,,,"1,000",,"1,000",,,,,
"Коробка Гладкая 2   венге  (2V 38/V) 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,051","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0020","0,103","0,102",,"26,000",,,,,,,,,,"0,152","0,073","0,004",,,,,"0,036","1,000",,,,,"0,012",,,,,,,,,,"5,500","0,010","0,031",,,,,,,,,,,,,,,,"0,0020","0,0015",,,,,,"1,000","1,000",,,,,,
"Коробка Гладкая шпон красное дерево 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,024","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0019","0,105","0,048",,"26,000",,"5,230",,,,,,,,"0,152","0,073","0,004",,,,,"0,036",,,"1,000",,,"0,012",,,,,,,,,,,"0,010","0,015",,,,,,,,,,,"0,058",,,,,"0,0019","0,0009",,,,,,"1,000",,"1,000",,,,,
"Коробка Гладкая шпон красное дерево 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,026","0,001","0,015",,,,,,,,,,,,,,,"0,014","0,0020","0,110","0,051",,"26,000",,"5,500",,,,,,,,"0,152","0,073","0,004",,,,,"0,036",,,"1,000",,,"0,012",,,,,,,,,,,"0,010","0,016",,,,,,,,,,,"0,061",,,,,"0,0020","0,0009",,,,,,"1,000","1,000",,,,,,
"Коробка Пальмира шпон беленый дуб 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,030","0,001","0,015",,,,,,,,,,,,,"1,000",,"0,014","0,0024","0,120","0,059","2,000","30,000","2,000",,,"1,000","1,000","5,230","2,000","2,000",,"0,188","0,090","0,004",,,,,"0,045",,,,,,"0,012",,,,,,,,,,,"0,010","0,018","8,000",,,,,,,,,,,,,,,"0,0024","0,001","1,000",,,,,,,,,,,,
"Коробка Пальмира шпон беленый дуб 21-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,031","0,001","0,015",,,,,,,,,,,,,"1,000",,"0,014","0,0025","0,126","0,062","4,000","30,000","4,000",,,"1,000",,"5,500","4,000","4,000",,"0,188","0,090","0,004",,,,,"0,045",,,,,,"0,012",,,,,,,,,,,"0,010","0,019","8,000",,,,,,,,,,,,,,,"0,0025","0,001","1,000","1,000",,,,,,,,,,,
"Коробка Пальмира шпон беленый дуб 550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка Пальмира шпон беленый дуб 600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка Пальмира шпон беленый дуб 700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка Пальмира шпон беленый дуб 800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Коробка Пальмира шпон вишня 21-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,030","0,001","0,015",,,,,,,,,,,,"1,000",,,"0,014","0,0024","0,120","0,059","2,000","30,000","2,000","5,230",,"1,000","1,000",,"2,000","2,000",,"0,188","0,090","0,004",,,,,"0,045",,,,,,"0,012",,,,,,,,,,,"0,010","0,018","8,000",,,,,,,,,,,,,,,"0,0024","0,001","1,000",,,,,,,,,,,,
